"GEOID","B01001_001","B25001_001","B26001_001","ratioReturnsIndividuals_lt25k","avgTaxLiabilityperReturn_lt25k","avgTaxPaidperReturn_lt25k","ratioReturnsIndividuals_gte200k","avgTaxLiabilityperReturn_gte200k","RPPAll","TotalTax","pctlivingbelow150pctfederalpoverty","pctwhitecollarjob","incomepercapita","ratioofthosemakingunder10ktothosemakingover50k","ownprcinc","medianmortgage","rentprcinc","gini_index","pctPopulationWithNoInsurance","pctRetirementInc","pctSSI","pctSocialSec","perHomesNoMortgage","economic_score","economic_rnk","income_score","affordability_score","wealth_score","equity_score","economic_state_rnk","NAME"
"01021",44857,19407,434,0.625341841385597,0.948427672955975,1.5,0.398058252427184,101.629268292683,0.790406966039208,127913.852932213,26.5090497737557,23.0808366308649,26.426,0.12891364902507,1370,0.565,2310,0.4416,12.3789625036508,21.1870547035382,7.69230769230769,38.5460693153001,0.556173799198102,77.45,11.4887505983724,81.28,74.24,114.94,112.1,42.3076923076923,"Chilton County, Alabama"
"01023",12792,7132,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Choctaw County, Alabama"
"01025",23346,11788,318,0.608946608946609,0.82710843373494,2.425,0.392857142857143,79.7454545454545,0.411370377625596,66573.2619335991,31.8935142894428,26.3946606220879,25.263,0.282688284518828,1400,0.529,2920,0.5146,10.8502620522372,23.5878787878788,9.98787878787879,45.7212121212121,0.630787230486378,66.33,3.25514600287219,70.24,83.32,124.22,131.37,11.5384615384615,"Clarke County, Alabama"
"01027",14184,7009,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay County, Alabama"
"01029",15046,6792,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cleburne County, Alabama"
"01031",53043,23934,579,0.668936170212766,0.778086419753086,2.03333333333333,0.378109452736318,78.2434210526316,0.934649145052449,151256.983326647,25.32874617737,32.2156354205261,29.688,0.113568183766178,1410,0.792,2390,0.43,10.5484901334483,28.8895399941401,5.92343002246313,35.3501318488134,0.440401328340281,90.39,32.1685016754428,90.87,82.04,102.18,91.95,76.9230769230769,"Coffee County, Alabama"
"01033",56789,27496,417,0.672479150871873,0.795502645502645,1.82857142857143,0.374429223744292,113.220731707317,1.00065588858819,161939.04617267,22.4384170742552,32.3549406166273,28.09,0.14866246379281,1500,0.671,2850,0.437,6.62066029200447,26.7093639575972,7.54416961130742,39.0017667844523,0.488758193959444,88.67,28.3867879368119,88.7,85.52,105.68,96.75,71.1538461538462,"Colbert County, Alabama"
"01035",11778,6469,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conecuh County, Alabama"
"01037",10442,6064,377,0.622047244094488,0.782142857142857,1.7,0.470588235294118,76.3125,0.183994238120726,29776.321473085,21.6194734227521,21.875,26.718,0.0606377417668583,1320,0.523,2510,0.4242,6.56228183903461,32.1652719665272,6.06694560669456,50.8629707112971,0.594419208306295,75.51,9.86117759693633,88.74,74.08,150.1,80.08,32.6923076923077,"Coosa County, Alabama"
"01039",37490,18627,705,0.621167161226508,0.851792828685259,1.425,0.379310344827586,84.9590909090909,0.660596053164721,106906.176213939,28.9536589341012,31.2487591820528,26.138,0.165098500441047,1360,0.495,3160,0.4809,11.1471422780705,22.5517627308338,4.09205372132065,44.5019585898153,0.578503885403988,77.96,12.1110579224509,86.65,79.23,113.81,115.3,46.1538461538462,"Covington County, Alabama"
"01041",13300,6544,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crenshaw County, Alabama"
"01043",87129,38859,1088,0.695431472081218,0.913370998116761,1.9375,0.367688022284123,110.606818181818,1.53526469768442,248456.341086805,21.9770008131026,27.5393511915567,26.508,0.111893401605958,1440,0.664,2590,0.4314,10.8818966914403,23.4251191596588,6.25702055314369,38.7109505449467,0.512739112739113,88.19,27.4772618477741,91.94,82.78,106.37,105.01,67.3076923076923,"Cullman County, Alabama"
"01045",49443,22790,1391,0.624518118735544,0.827826086956522,1.2,0.375,77.7476190476191,0.871215008178803,140991.25288199,28.4174915424132,28.1373165019706,26.469,0.165229885057471,1290,0.56,2590,0.4466,10.1644148512078,27.1391884951207,10.8115048793015,35.7883923985619,0.518378238787983,75.53,9.90904739109622,73.01,72.88,107.67,102.93,34.6153846153846,"Dale County, Alabama"
"01047",39162,19037,535,0.556204379562044,0.667465753424658,1.3,0.421052631578947,118.416666666667,0.690057685623815,111674.037687125,37.9031421756715,26.4723740133576,20.748,0.348404740200547,1470,0.529,3470,0.4638,9.90905354023225,21.9186652763295,13.3889468196038,45.8533194299618,0.614645308924485,57.57,0.909526089037817,51.83,84.71,126.8,118.7,0,"Dallas County, Alabama"
"01049",71554,30647,934,0.624382207578254,0.955445544554455,1.52,0.384615384615385,110.203636363636,1.26082395273802,204042.798954714,35.3657672969336,27.2672592394573,23.947,0.145162689804772,1430,0.544,2790,0.4769,15.1131260062707,19.3351822194446,6.31615952501855,38.8969180891371,0.557617654879021,75.61,10.004786979416,75.26,80.05,108.64,127.87,36.5384615384615,"DeKalb County, Alabama"
"01051",87146,36425,4467,0.703579418344519,0.863358778625954,1.89166666666667,0.394957983193277,91.3631205673759,1.53556424777522,248504.818147238,18.2599511999709,37.4748224318881,31.185,0.0739938548330227,1490,0.931,2900,0.4229,8.60436493913213,24.8846032247866,4.21435346190326,36.4432500790389,0.386740793378757,101.45,55.9119195787458,103.25,90.42,96.26,90.73,90.3846153846154,"Elmore County, Alabama"
"01053",36879,16672,2838,0.616062683643487,0.806439393939394,1.46,0.392405063291139,85.2161290322581,0.649829870489778,105163.853630138,38.6542254142996,24.7338373707761,19.581,0.325155841544339,1420,0.49,2870,0.4648,12.2428013736828,22.4646684267743,6.21990992390123,43.9897499611741,0.60239981360671,64.01,2.44135950215414,69.14,78.64,121.34,124.16,5.76923076923077,"Escambia County, Alabama"
"01055",103468,47329,1191,0.641063515509601,0.888888888888889,1.69166666666667,0.377104377104377,97.4080357142857,1.8231675761229,295048.499346596,26.7474380035985,29.0805808786477,26.026,0.147411686291935,1430,0.594,2890,0.4549,12.194409841171,26.7883726396615,6.74867455404947,39.9200814855442,0.529796823579911,81.4,16.8501675442796,83.7,83.03,111.53,112.66,59.6153846153846,"Etowah County, Alabama"
"01057",16365,7836,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayette County, Alabama"
"01059",32034,13930,201,0.637762237762238,0.942424242424242,1.425,0.407407407407407,75.05,0.564458094613996,91347.8914067041,34.6051800379027,24.8063798788436,22.5,0.168595041322314,1370,0.51,2170,0.4307,12.715003138732,19.963486992241,6.74577818347786,39.0141487905066,0.608960248608054,71.52,6.27094303494495,74.61,71.69,117.47,109.42,23.0769230769231,"Franklin County, Alabama"
"01061",26604,12495,219,0.613698630136986,0.933333333333333,1.13333333333333,0.381818181818182,62.8952380952381,0.468778271496246,75863.7479860135,34.6910859487803,30.3767286599905,23.338,0.195830561100022,1370,0.574,2880,0.4399,11.8703942870166,23.925070367854,9.56032223624187,44.6957196932932,0.516078225488909,71.47,6.17520344662518,67.76,76.86,112.87,110.7,21.1538461538462,"Geneva County, Alabama"
"01063",7851,4303,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greene County, Alabama"
"01065",14819,7422,182,0.586497890295359,0.793103448275862,1.75,0.363636363636364,78.6875,0.261119576202934,42257.7387387135,36.3149584677696,33.6838221730308,20.849,0.350098619329389,1480,0.485,3570,0.4892,7.12426359775312,25.7354373660627,11.2409896746542,47.5939996103643,0.635023732200849,63.91,2.39348970799426,59.48,86.75,117.83,123.32,3.84615384615385,"Hale County, Alabama"
"01067",17165,9057,278,0.652466367713004,0.855555555555556,1.56666666666667,0.380952380952381,87.7458333333333,0.302457488732261,48947.5730784815,25.208420800096,30.7811400422238,28.304,0.135260115606936,1340,0.578,2960,0.4597,9.00527282421944,26.0462211118051,10.1186758276077,43.4572142410993,0.536847967328754,79.05,13.738630923887,79.98,78.57,114.04,104.89,55.7692307692308,"Henry County, Alabama"
"01069",106355,48940,1076,0.65047186298497,0.84030612244898,1.78666666666667,0.363945578231293,111.195794392523,1.87403822977685,303281.044844853,28.1632303875438,32.8775017176799,29.388,0.148967122490544,1490,0.77,2730,0.4819,11.4348924210486,23.7839153181652,6.69181165591921,35.3230319990266,0.419275766016713,88.99,29.1048348492101,85.7,86.54,94.17,117.38,73.0769230769231,"Houston County, Alabama"
"01071",52548,24666,617,0.667234042553192,0.826666666666667,1.24,0.388535031847134,98.2491803278689,0.925926951232323,149845.445390507,29.9851948701186,33.5601935874168,25.153,0.150577875619152,1400,0.55,2840,0.4529,10.7401363156379,28.2304202012231,7.28447425527717,42.4492010258434,0.56879118011612,78.42,12.9727142173289,80.75,78.02,115.77,106.73,51.9230769230769,"Jackson County, Alabama"
"01073",672550,307607,15246,0.671256340997431,0.881465805301849,2.68793103448276,0.347217594135288,156.038214114258,11.8507302095474,1917838.0584872,24.6841908444988,41.3296889861292,34.86,0.136817750197269,1630,1.016,3040,0.5021,9.1176161682846,21.6769845326669,7.54131879366161,32.0679275288238,0.380066386106336,105.6,64.7199617041647,91.86,112,78.58,126.44,96.1538461538462,"Jefferson County, Alabama"
"01075",13929,7104,174,0.621538461538461,0.8625,1.85,0.4,70.725,0.245437247920283,39719.8220454511,27.4442663558211,27.7433877321328,22.678,0.21123595505618,1280,0.437,3150,0.4337,7.11537065272635,22.2948981498785,12.3341431508129,48.682489254345,0.651421188630491,66.69,3.35088559119196,67.52,77.59,127.26,100.41,13.4615384615385,"Lamar County, Alabama"
"01077",93342,44528,1980,0.720121028744327,0.814597315436242,1.79,0.378190255220418,122.650306748466,1.64474144557219,266173.280879209,24.1768095972354,30.1850837283533,29.667,0.12861210715039,1320,0.617,2730,0.4618,9.76219327476522,28.1243408563594,5.17559586585109,38.0905927019616,0.532219946431385,87.46,26.0890378171374,96.22,79.31,110.39,108.16,65.3846153846154,"Lauderdale County, Alabama"
"01079",33089,15220,241,0.640625,0.921428571428571,1.4,0.396825396825397,65.98,0.583047820836689,94356.3207453466,26.8795213821312,28.6932862710493,26.81,0.110302091402014,1320,0.552,2300,0.4254,9.17761053048539,28.5267463309006,7.08156227444061,42.7941294410137,0.555293876715134,79.01,13.6907611297271,83.43,71.88,120.48,95.42,53.8461538461538,"Lawrence County, Alabama"
"01081",172223,73557,6015,0.736132393502911,0.83187984496124,2.14782608695652,0.355181576616475,95.3236907730673,3.03467148744166,491109.69288059,28.2329844508413,44.1424413110044,30.68,0.233899297423888,1540,0.936,3240,0.5093,8.09077771862184,21.1938785209594,4.27426253920978,25.8737048889452,0.374598150254711,100.36,53.8535184298708,96.55,97.49,71.42,124.15,88.4615384615385,"Lee County, Alabama"
"01083",101217,41768,3001,0.73202614379085,0.859005145797599,1.67272727272727,0.35191637630662,73.0204620462046,1.78350361998329,288629.566226896,19.0379389952397,38.3272679727168,33.428,0.0642801364514406,1480,0.928,2490,0.4326,8.1167773206794,26.7933766814963,4.73846315844894,30.9737541790613,0.373689002799042,104.66,63.331737673528,104.73,86.07,84.22,88.89,94.2307692307692,"Limestone County, Alabama"
"01085",10334,4833,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowndes County, Alabama"
"01087",19490,9684,2241,0.626185958254269,0.773611111111111,2.075,0.434782608695652,91.81,0.34342536879649,55577.5239906557,34.2099111734455,33.6078854982447,22.542,0.314334470989761,1610,0.573,2890,0.4982,9.65696465696466,28.9517937219731,8.45011210762332,43.1193946188341,0.572400595364661,70.14,5.31354715174725,70.64,87.83,124.81,126.72,17.3076923076923,"Macon County, Alabama"
"01089",382149,167859,9582,0.771217712177122,0.826652360515021,2.15892857142857,0.366052190567393,90.1678664921466,6.73369221447973,1089732.95102643,18.1469816837217,49.706540264167,40.223,0.0758601840323119,1420,1.013,2700,0.4629,8.11512625122799,25.351716195899,3.8373692460254,27.9268097629634,0.345533587083424,114.74,79.1287697462901,114.59,95.2,72.96,97.82,98.0769230769231,"Madison County, Alabama"
"01091",19397,9850,218,0.595925297113752,0.745,1.26666666666667,0.383333333333333,84.1260869565217,0.341786653593921,55312.3259541687,35.9207094418362,32.4894514767932,27.823,0.276293540750761,1410,0.481,3250,0.5298,10.3459053969577,21.1506622516556,9.7682119205298,41.9426048565121,0.692068429237947,65.54,3.06366682623265,68.67,80.02,116,129.57,9.61538461538461,"Marengo County, Alabama"
"01093",29392,14131,522,0.642028985507246,0.857777777777778,1.13333333333333,0.380952380952381,93.675,0.517904486386169,83813.9858970421,29.8948387989484,26.8486140724947,23.093,0.150030494002846,1390,0.501,2670,0.4431,11.5750510257031,19.6747821399695,8.61557811517384,42.2244182912586,0.578998660007309,73.81,7.94638583054093,75.03,74.69,112.83,106.69,25,"Marion County, Alabama"
"01095",97179,41129,968,0.649250535331906,0.90367107195301,1.69,0.385674931129477,115.000714285714,1.71235166312335,277114.838578139,27.6267105797993,34.4976976778729,27.333,0.120346460081773,1490,0.75,2750,0.4645,11.9217598837813,22.2353903891193,5.77612235108214,38.5309969242925,0.456036498001659,88.49,28.0038295835328,86.52,85.77,100.31,115.53,69.2307692307692,"Marshall County, Alabama"
"01097",414620,184218,6380,0.628004807692308,0.94590789087709,2.87586206896552,0.372832369942197,145.40480620155,7.30585050848645,1182326.98804544,28.7420982996031,34.0621913422567,27.942,0.155471510943022,1620,0.903,3160,0.4674,11.4354401459481,23.29273308235,6.86513334809706,35.5854345281407,0.400087624965149,94.88,42.508377213978,82.55,106.77,93.66,125.19,80.7692307692308,"Mobile County, Alabama"
"01099",20115,10275,230,0.585808580858086,0.827272727272727,1.65,0.386363636363636,55.3705882352941,0.354438239781498,57359.7688595197,36.1811320754717,25.9378843788438,21.648,0.299419597132127,1480,0.459,2850,0.504,12.3579116789055,24.6011182326469,6.98213555161598,50.5386608482204,0.66465825644888,61.69,1.72331258975586,69.34,80.23,130.55,129.12,1.92307692307692,"Monroe County, Alabama"
"01101",229072,105139,6980,0.615578284815106,0.824503311258278,1.6,0.376930063578565,122.838795180723,4.03638461164441,653219.834560671,30.3593393871423,37.0232314480869,30.1,0.166831982059686,1630,0.902,3100,0.4933,10.3788058379665,22.4033477685283,6.99059842484349,32.3209998429331,0.360494989311839,92.76,37.4341790330302,81.89,96.91,86.39,120.87,78.8461538461538,"Montgomery County, Alabama"
"01103",122608,53086,1885,0.680731889469753,0.84385510996119,1.74666666666667,0.371841155234657,113.222926829268,2.16042573716778,349627.966210688,24.4826956290687,32.1273705171868,30.412,0.0986184260743455,1340,0.695,2800,0.4523,10.7718279089397,27.4215638761879,6.6415221559662,37.0783202343075,0.483697242873032,89.23,29.4877932024892,91.19,81.97,103.91,105.12,75,"Morgan County, Alabama"
"01105",8702,4022,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perry County, Alabama"
"01107",19240,8738,1749,0.608080808080808,0.85078125,1.26666666666667,0.379310344827586,141.027272727273,0.339020220402487,54864.6260431101,34.6482240437158,29.364849187935,23.896,0.156023699802502,1330,0.484,2940,0.4633,9.1312006363998,29.5152295152295,8.56570856570857,43.8438438438438,0.642468580003752,71.27,6.03159406414552,70.05,75.37,123.4,114.62,19.2307692307692,"Pickens County, Alabama"
"01109",33176,15958,1772,0.658421672555948,0.787610619469027,1.475,0.377777777777778,129.158823529412,0.584580812477802,94604.4092310925,33.7492837588336,34.7042377869335,24.96,0.284659557013946,1430,0.71,3610,0.5323,8.8187162858355,19.2822384428224,7.41223496697949,34.3934654153632,0.522381756756757,78.26,12.6376256582097,76.83,88.13,96.09,137.26,50,"Pike County, Alabama"
"01111",21984,12356,478,0.596573208722741,0.900657894736842,1.5,0.433333333333333,83.55,0.387371129175066,62689.3939153707,26.0423467960078,30.1125478927203,26.926,0.182260024301337,1430,0.512,3270,0.4817,9.64198722367756,26.803764377832,7.9121645172534,42.5119089113512,0.608505680163123,73.93,8.08999521302058,79.96,82.34,126.67,117.53,26.9230769230769,"Randolph County, Alabama"
"01113",58695,27219,552,0.588574725908829,0.843212669683258,2.275,0.414285714285714,79.2827586206896,1.03424073994407,167374.180124758,30.8505301759181,30.1668637498358,24.871,0.255112072355486,1760,0.759,3250,0.4744,10.6389708983551,22.2246229635712,8.9408409316797,32.1723348169915,0.444211994421199,80.95,16.65868836764,71.92,99.35,101.59,119.52,57.6923076923077,"Russell County, Alabama"
"01115",90412,37651,2089,0.697792869269949,0.869423076923077,2.06666666666667,0.372654155495979,73.4021582733813,1.59311310639447,257818.116933974,18.1836704662509,34.6768745777978,29.803,0.0702700053903072,1490,0.896,2580,0.4086,8.19098719733759,23.8003492082606,4.25070744776928,36.8505027394786,0.415681698411503,100.21,53.6141694590713,101.89,88.22,95.59,84.19,86.5384615384615,"St. Clair County, Alabama"
"01117",220780,88480,3133,0.824135839902971,0.959966777408638,2.39230769230769,0.344851904090268,107.483844580777,3.89027464971212,629574.435436478,11.9965066305072,47.3097148190025,42.106,0.052933858240878,1580,1.193,2750,0.4445,6.48212858284801,23.358331809036,3.10834705200902,29.7091640753613,0.310548993612149,123.84,88.4633796074677,125.41,100.62,69.41,99.11,100,"Shelby County, Alabama"
"01119",12482,6340,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sumter County, Alabama"
"01121",81850,37905,3549,0.651588065447546,0.800193423597679,1.83333333333333,0.410714285714286,88.9768115942029,1.44224558419665,233402.788026432,31.3892051633042,26.9293822883479,24.997,0.180677371474835,1500,0.657,2860,0.461,9.79101823032459,29.11133488577,8.00239159166719,39.1025237585751,0.511947059868538,77.74,11.7280995691719,77.09,85.9,118.8,107.18,44.2307692307692,"Talladega County, Alabama"
"01123",41284,22603,639,0.641263940520446,0.813235294117647,1.78333333333333,0.423529411764706,106.827777777778,0.727448585192114,117725.115465892,26.7005674699683,25.2604331081508,27.11,0.178864734299517,1400,0.578,2610,0.4684,9.09046286752074,30.1892551892552,7.47252747252747,45.5921855921856,0.545403632290583,75.62,10.0526567735759,82.99,78.92,130.8,111.02,38.4615384615385,"Tallapoosa County, Alabama"
"01125",223945,99540,10055,0.67986798679868,0.819664634146341,1.66774193548387,0.364970645792564,114.215322580645,3.9460438283802,638599.723452405,25.8830856837797,36.3829082477642,29.479,0.153198653198653,1600,1.012,2990,0.4612,6.96455878384456,20.788604963932,5.07396992297347,29.9241961119941,0.361888179531824,99.93,52.9439923408329,92.71,97.06,81.41,105.26,84.6153846153846,"Tuscaloosa County, Alabama"
"01127",65194,30093,924,0.637602179836512,0.81413881748072,1.14,0.391025641025641,126.491803278689,1.14875697759458,185906.675169154,28.7140956406042,26.1639755447562,26.127,0.153762268266085,1390,0.51,2580,0.4544,11.9584270534399,25.9352430414672,8.07027509535016,44.0071411182342,0.583051920641621,74.48,8.56869315461944,79.15,74.85,121.85,112.18,30.7692307692308,"Walker County, Alabama"
"01129",15574,7793,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington County, Alabama"
"01131",10686,5304,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wilcox County, Alabama"
"01133",23650,13083,336,0.649155722326454,0.947297297297297,0.9,0.423529411764706,104.805555555556,0.416727038072704,67440.1458378146,30.7312040579461,26.8855554390014,25.624,0.14478672985782,1470,0.547,2680,0.4638,11.3249603497792,20.8807896735004,7.3869183208591,43.0306974726109,0.606842248167255,74.15,8.18573480134035,79.28,76.47,123.05,117.86,28.8461538461538,"Winston County, Alabama"
"02013",3409,1113,967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aleutians East Borough, Alaska"
"02016",5251,1456,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aleutians West Census Area, Alaska"
"02020",292545,118055,6844,0.87603305785124,0.61006006006006,4.852,0.382773631840796,102.725426482535,41.7011707504983,418732.908848551,15.1035842093491,41.6098424597851,43.125,0.0433597559450876,1910,1.783,2870,0.4274,10.5413917430277,22.1509911429776,4.53910679975631,20.620460190262,0.306490796631642,139.44,96.0268070847295,123.45,160.66,70.11,78.43,100,"Anchorage Municipality, Alaska"
"02050",18514,5992,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bethel Census Area, Alaska"
"02060",849,922,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bristol Bay Borough, Alaska"
"02063",7015,3626,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chugach Census Area, Alaska"
"02066",2635,2676,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copper River Census Area, Alaska"
"02068",2187,1415,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Denali Borough, Alaska"
"02070",4899,2406,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dillingham Census Area, Alaska"
"02090",97149,42870,4096,0.925585284280936,0.615347334410339,4.28,0.389230769230769,90.1608695652174,13.8482183501347,139053.763905477,14.0325423437366,37.4281863961983,39.82,0.0516428203400579,1690,1.431,2860,0.4241,9.55698184095179,23.182616578843,3.06249645872287,21.9417530738285,0.386841978519482,125.48,89.3729056965055,127.79,123.85,80.42,75.54,60,"Fairbanks North Star Borough, Alaska"
"02100",2098,1450,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haines Borough, Alaska"
"02105",2327,1699,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoonah-Angoon Census Area, Alaska"
